,PSO-padrao,PSO-linear,PSO-constriction,PSO-avg
0,76.6190020724029,453.14691995039,428.04242543886824,20.647550183344933
1,71.69191536070852,459.6854898153163,436.1840972302321,15.56077054722969
2,93.59494690073826,472.9346036777898,458.903029333092,0.0
3,110.87750635398721,463.3794984695278,389.21188288780525,26.790743404095974
4,91.61668817753505,415.8399464181625,443.03750508647715,18.02408755580773
5,116.51406904585376,440.9629737931002,439.1267398522193,0.0
6,61.72106248250938,436.94628493825655,463.5711543654093,17.369115660642542
7,91.5824812724739,361.278626272815,389.45398775454134,0.0
8,105.6136225495127,427.50906541598783,447.48331420961813,0.0
9,58.76301070829283,395.38564569369385,428.4562061336717,11.255916925320001
10,77.60993838074918,450.27605683037586,426.3208590340132,14.130690251000892
11,91.53872185141901,426.9534253445691,415.04808057085916,18.807314583343505
12,116.56123680566222,450.4562870308907,415.3289325807313,9.764378789253039
13,100.0157678504833,383.62855523894467,385.2684793821603,12.924594433184623
14,162.1943080053708,442.01172029448435,432.0715020138099,10.011105384361835
15,92.56577659600316,456.15228976116305,443.85274057145193,12.494847130781654
16,60.748507751714996,413.1247420500791,389.70572591940714,20.09262572966196
17,86.66206372600475,495.6906418338916,354.1103978908541,32.02924936655822
18,69.65600170149692,437.475419652133,417.9990067462514,8.252365652090633
19,112.49537552334314,425.0568544560521,433.5796237542304,6.48197648259103
20,68.11634001981203,492.5683049788237,463.41462132322124,16.673217891759865
21,73.69812593715187,441.29699370877654,415.9530917193601,38.7788850525186
22,71.64597309175053,416.25387973073987,431.4143219673465,8.192073481553411
23,77.26501895193786,397.99053267697707,427.6661140076854,20.641593857486377
24,77.74715714587083,461.22738549430125,440.45878817935056,20.9501861535861
25,80.5980985574946,438.1821935229768,415.212372120388,24.49939410641848
26,77.60791410305886,447.47042065927917,418.1580926541304,26.26998239198888
27,64.68962482967514,415.78146402000004,410.071759969445,12.365008857185753
28,76.64249517278029,446.46450340881927,448.5443743110675,9.912496929139468
29,70.64528978944134,413.39586328219673,440.3690591906814,17.440190550107946
30,135.413874537001,436.3457638601917,450.6779585856437,15.435499797306596
31,65.19654517846362,433.3630053872596,392.18827658520263,25.76206349159935
32,101.48718764922967,445.2892531356964,427.19865411341624,30.208104795404438
33,83.62083632235007,459.363788636467,476.3689118354255,32.96909558061525
34,92.60434250348375,413.8978179999119,383.87337145350506,32.79489349666835
35,109.2822743548751,435.1486854098601,451.238023379084,9.967794781331953
36,115.5752692877699,412.58054004800977,442.41443658523184,40.00100604839054
37,58.71696200623889,453.45550647475966,457.1587617094095,24.06969141789704
38,65.75326066210204,433.39452074919177,447.7456335845938,11.410804820903556
39,116.5089665103294,446.2913138311182,457.83037881776266,10.202869497252479
40,81.60236219179988,418.6535986900339,437.5602240530372,15.243958591824972
41,88.69999286430503,440.91501216229693,440.827387963379,5.651038264670314
42,83.58363234592694,460.1481685479501,436.5560226094924,19.32550093744024
43,98.39556153431724,431.79545811003936,434.8775278194135,22.681427999810474
44,97.55221202820168,454.73520065539157,434.4861039289766,45.52204807230367
45,77.90434943727453,456.0974121252609,391.5346660429374,16.997405992528314
46,78.45491798113676,422.47318825859526,411.4830640851228,9.707954043928329
47,88.60475277917418,420.97205290263787,403.2896727490214,6.248081873307287
48,70.6421618978094,455.48028602986074,422.0221229546552,6.647008795428775
49,68.96593207927651,436.2165074353687,382.5187203845465,0.0
