,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,fitness
0,-0.16884623326499745,-0.9751022292568362,0.4588233289631521,0.11797333480825936,0.41358261608990055,0.31516523102969385,-0.44702612010799087,-0.007299022548514649,-0.2151529532744302,0.005917283523784491,0.18854292317430926,-0.5292032851314783,-0.08418237005790949,0.10973811189948111,-0.2179598350147988,-0.39080875243258717,-0.48560983578619554,-0.45936511586413614,0.3238889702040822,0.2759505942017997,17.19690462558034
1,0.3544973659841579,0.28447091318776524,-0.2946603236377925,-0.30192481038621166,-0.0823720631003935,0.18676342359190273,-0.2765383149116595,0.028293024109094095,0.14333019598314656,0.18356905642121416,0.048303515734221654,0.22794684640536889,-0.16172827707867954,0.33152547530524834,0.08621148245860939,-0.32973852346437527,-0.308182691915305,-0.289414462116235,0.25836968731128407,0.022669929928737245,10.961341222956529
2,0.28385083777488007,0.4178806837245356,0.09159360624845593,0.04252676394112884,-0.10536613920673743,-0.17132010395565714,-0.07272922614990233,-0.5257123434617671,0.30417514180749905,0.15047588208686316,0.5523138388192272,-0.20893057103575344,-0.10454360671982367,-0.11444813875882226,0.17588572518152057,0.15642507728825583,0.12765955816893731,-0.1297767670446197,-0.3156803046785611,-0.3486883452000587,13.086656248381495
3,-0.788482238021447,-0.07729324034693687,0.28352838603410746,-0.13496761850183595,-0.1646732615151987,0.16602270493969246,0.24106893871561083,-0.251709900869858,0.1147611745169894,-0.2199875646753304,0.08980089730466187,0.02022075863058399,-0.03865565890052103,-0.1684942889391515,0.214394533137718,0.04278840237026284,0.09349134898596394,-0.31792318546884507,-0.22289815045396866,-0.2502836661472807,11.336543608028263
4,0.017027899531732036,-0.1798297958194354,0.3117121022815603,-0.2700947984197937,-0.08490422271233937,0.027981094288645723,-0.3531703005655533,0.09254169692455935,-0.11694162727509164,-0.04480407250693598,-0.18135562169030242,-0.048205810682550185,0.23732087582846048,-0.05441450267203758,0.05468596237889166,0.3255151278402793,-0.32636782684913335,0.15519168506273498,0.0941003693287823,0.14332209066685256,10.846211134952421
5,0.7377780161047913,-0.21647504677667123,-0.1588132023473493,0.06394604511332597,0.16696971732227045,-0.2937195408240443,-0.30204700691774006,-0.2768640334799849,0.16263907406290784,-0.19370599320257884,0.373633926884309,-0.30109983418710284,-0.017594021791861217,0.07878145079431578,0.19800499081477324,-0.2119782972171857,-0.053190565181082054,0.27318390504277,-0.33718286754318144,0.32399626128039155,10.56223147913124
6,0.12645402085064109,-0.3395325613356802,-0.41790335634729026,-0.36969578723022856,-0.22033190476192954,0.1331899783925976,0.15205107544115354,-0.2072845839979827,-0.05523193912568285,0.023643529441707545,0.2678592533491392,0.10164639096840342,0.38690797031183405,0.21958602339597605,0.1795966787512029,0.32515622724104226,0.0621137039229544,-0.17201158682791387,0.06892242279452566,-0.031284866724277854,8.419383118905865
7,0.3100008401928059,0.7299701204807021,0.04993225692225181,-0.30662812765958103,0.4674461181840751,0.33648471172879424,-0.18701561288613225,0.07284973073075955,0.2570757349275546,0.20992291104352026,-0.12691615571760287,-0.5298438819048732,0.09685211372350934,0.06955886791617492,-0.11347856078493604,0.23394051976881877,0.170500489798014,-0.21602662921339671,-0.028321951226620797,-0.30836363277207807,13.247285985584094
8,0.4276831284836981,-0.6863499040904602,0.6371830017391669,-0.04092208630849692,-0.04951700561979827,0.10214006264143984,-0.2363433673653056,0.3899960200871298,0.18852456242407475,0.04802127363794228,-0.18599751390924718,-0.2241029313098182,-0.39164812151329137,0.2190052118224359,0.042029014571963945,-0.015413695831877728,-0.33457092075836253,0.005847840988365154,0.28583091944410094,0.14986406574576022,9.943954088120115
9,0.0566197482468426,-0.20762861123766632,0.1871887239608313,-0.02349622882967253,-0.19873537345372058,-0.09847360878855166,-0.0605134506295072,-0.22387020988581666,0.15389822339317266,0.21580730446416554,0.19803115472406874,-0.036231089229051154,-0.09052795112238593,-0.0960115310914818,0.28872760041475,-0.10904754378014886,-0.13831195680029745,0.10485623295074228,0.027088264973828685,-0.14518013508420238,10.644190449854014
10,0.052557457112123805,-0.07533341482331571,-0.08115171253445425,-0.09191443164394864,-0.05311499156359803,0.4459143472677099,-0.07209982758575788,-0.06612142631199146,0.1713788230619541,0.26099859765937267,0.1427294748859058,0.40743505494996657,0.026019204267684563,0.03582877871777972,0.2812690007425654,-0.001563502232865675,-0.42092619806508613,-0.16759298315202092,0.05642815389118356,0.057068602174784974,10.590440329399545
