,PSO-padrao,PSO-linear,PSO-constriction,PSO-avg
0,0.00015471049332640578,1.1193142760705882e-19,19.104403763002374,0.0
1,0.03925130594193464,1.9790474300788528e-19,28.603400033304155,0.0
2,0.002371444130757874,2.1088763138996453e-17,28.369070277155913,0.0
3,0.00024906695649534955,1.2775888908567938e-19,32.42447426964427,0.0
4,0.021908659147526027,1.6466014406851366e-19,27.43656779349199,0.0
5,0.0006128110647212086,3.669071719693375e-18,19.918535444205038,0.0
6,0.0011151698874837422,3.559382931992753e-17,20.620523212566876,0.0
7,0.0009765545615704587,8.412356798669432e-19,27.508052217940904,0.0
8,0.0006579173496708508,6.089601748408969e-19,37.596659676415385,0.0
9,9.91903969242687e-05,2.678339859423861e-19,21.72570207233859,0.0
10,0.0007256390588323763,1.703700719437345e-20,31.371264056473947,0.0
11,0.15267336303126347,8.507134895504695e-17,43.130467825116696,0.0
12,0.007661837363822817,6.271081387386605e-18,27.199824893311046,0.0
13,0.0010214826459544878,1.4567593856000024e-16,34.96807899897356,0.0
14,0.007930705064752637,7.031999251946145e-23,34.701984015221704,0.0
15,0.022599853092801468,1.1107708202091568e-16,25.834815446766587,0.0
16,0.029818782158336422,9.167620310217444e-16,37.12981602549017,0.0
17,0.0009842425004324526,4.545322119833308e-19,29.451769065248445,0.0
18,0.0024094843042846556,2.7895231137759535e-18,33.7397809250812,0.0
19,0.009836269678744096,7.435670449916151e-19,27.728070613395385,0.0
20,0.03678093442987157,2.749820778283335e-15,40.008016000872296,0.0
21,0.0029134711838569006,1.1228389687098812e-20,23.559697049262407,0.0
22,0.003957690250533199,1.6591397428784392e-19,21.81465722359105,0.0
23,0.0019431178408527805,2.496690635133215e-16,43.98420101288198,0.0
24,0.001291507872689214,1.1334391167628287e-18,44.81543188249577,0.0
25,0.007209250278601902,2.9663066704732576e-16,41.60389268397089,0.0
26,0.007542466479198957,2.3229108952036353e-17,27.978876159124486,0.0
27,0.007976630728411288,9.722345168825835e-19,30.254088790175217,0.0
28,0.004652471899670406,1.1802849067112715e-17,41.99662894140553,0.0
29,0.04013712039340524,1.209027315857995e-19,20.993016692880335,0.0
30,0.0029360137879595872,7.03504970547733e-16,28.930558663869792,0.0
31,0.223387761937207,1.9818742693701134e-17,31.636760221393946,0.0
32,0.006973344451123959,4.2618467043801954e-20,36.20148842629438,0.0
33,0.00010204422439738213,2.5366649512553576e-19,23.505070393151694,0.0
34,0.023344603216694487,8.933927383295024e-17,29.313187525370317,0.0
35,6.96621632536805e-05,4.513313948463269e-19,31.137349588504048,0.0
36,0.00024633812541392417,1.3885777841646744e-18,22.989148006713766,0.0
37,3.604912479961307e-05,5.7781987360214935e-21,17.413396657023643,0.0
38,0.022995913405166445,1.0546299888639463e-17,24.26556697865925,0.0
39,0.013614326900655243,1.4472164749010839e-19,34.728590259187335,0.0
40,0.0011681571283901982,1.1799931903385319e-18,31.70606863186333,0.0
41,0.002679013081056123,1.4467529801438538e-17,28.252319642737767,0.0
42,0.012656113520519683,2.290756721852168e-16,26.452940326292318,0.0
43,0.0004276541381965715,6.475255278213679e-21,38.12470509771043,0.0
44,0.002625036608492552,1.3289262815221847e-21,32.199052439528,0.0
45,0.0006241968857493339,1.9201593190108266e-20,28.835771781714445,0.0
46,0.003547781255249414,2.6688155976153265e-21,28.360827175087685,0.0
47,0.004972315875238916,1.1728835835002596e-15,26.78680602299613,0.0
48,0.004689005378359783,2.2798263430397863e-16,49.290396617916606,0.0
49,0.000760640939241107,7.790414420615448e-18,31.900723320185527,0.0
