,PSO-padrao,PSO-linear,PSO-constriction,PSO-avg
0,0.01281354888705577,0.007396040165543294,0.650697007222162,0.0
1,0.009888484541628384,0.0073960401655412955,0.7592184840762035,0.0
2,0.05599455456337776,0.0,0.6936221758898894,0.0
3,1.6246341467685e-06,7.771561172376096e-16,0.82238579573224,0.0
4,0.017348417254807846,0.0073960401655415176,0.5895442454094939,0.015584293363530954
5,0.008198700564401529,0.009857284342903894,0.6480500533391245,0.0
6,5.7184719278180474e-05,0.022156144029180203,0.7082545933462612,0.0
7,0.0004485505743938578,0.024573294086366437,0.5849947521300837,0.0
8,0.00747956133438743,0.0,0.7490432420357853,0.015154022343368156
9,0.0010026063513574046,0.0,0.780802793019745,0.0
10,0.019697942235083588,0.00985728434290345,0.8208911946687367,0.020523187121325948
11,0.009891889170704493,0.0073960401655412955,0.7844767104681245,0.0
12,5.155201997975034e-05,0.0246370606266737,0.3673317712491603,0.0
13,0.000521757016290314,0.007396040165541962,0.8837494014812046,0.0
14,0.0005629620110252365,0.02215124282097214,0.6103031770825038,0.01018002221404235
15,0.03348005342789351,0.02212673276260635,0.7950348272278204,0.007713912557043567
16,0.0007527575401055087,0.02461003062862699,0.7390913027723707,0.0
17,0.000969450286608109,0.007396040165544515,0.6274598327922676,0.0
18,0.01727099130166565,0.034335225507086675,0.7853482104652909,0.012965810704193337
19,0.016998580756416914,1.1102230246251565e-16,0.6698507796229944,0.0
20,0.0075297331506104515,0.039416843857046246,0.6909881761107004,0.007878955773226948
21,7.368359123660628e-05,1.6653345369377348e-15,0.7939486332882941,0.0
22,0.0002201905154978201,0.009857284342903672,0.8595953893055309,0.04095275391694364
23,0.009069943495698118,3.3306690738754696e-16,0.8871072046348788,0.0
24,0.00034925008246644573,0.01723611210955589,0.9465133181114257,0.0
25,0.00017297537714655586,4.440892098500626e-16,0.7280519865509054,0.0
26,0.007468459521992932,0.0,0.7947698133118926,0.0
27,0.0009696388351884133,0.009857284342904338,0.7038682415477155,0.0
28,0.013228997627537153,0.0073960401655411845,0.49008596248061753,0.0
29,0.05988274144876449,0.007396040165544959,0.7929849751099545,0.007777743343691634
30,0.01726634097997648,1.1102230246251565e-16,0.821359262438911,0.0
31,0.08975253018168139,0.027125384226842186,0.6422903510802449,0.0
32,0.009857736979216325,8.881784197001252e-15,0.8331045892076034,0.015518645271329734
33,0.0002824777655939803,1.887379141862766e-15,0.6584756050713414,0.0
34,0.00994778029599619,0.007396040165543183,0.6921456108849209,0.03272766105090452
35,0.009359762325576448,0.0,0.803030102420328,0.02787369143367613
36,1.7896500788205927e-05,0.01477977658625218,0.7809536497903808,0.0
37,8.958127809477467e-05,0.012316072519261922,0.7467989921625491,0.0
38,3.212364903526499e-05,0.007396040165542073,0.8322726287598186,0.0
39,6.491037078193429e-05,0.0,0.6579965651779662,0.01021758178306953
40,0.04627760906619083,0.022185660423765352,0.7331505743023086,0.01809138398070964
41,0.0024531260779786512,0.019719488573889943,0.7452378658146208,0.0
42,5.175914797728165e-05,1.1102230246251565e-16,0.7960508783231339,0.0
43,7.943387562292514e-05,0.017226294930794195,0.6427160267290153,0.0
44,0.011639317081983291,0.024637060626672147,0.6425142493138374,0.0
45,0.048494633057452274,0.017226294930794084,0.7903130769109088,0.0
46,0.00012014872264831666,0.0,0.6822574348541717,0.0
47,0.007596073737682563,0.0,0.7935688016383109,0.0
48,0.009686662084948505,0.027036997860205636,0.5927194366135056,0.0
49,0.041796523934576,0.01477977658625329,0.7434413207190844,0.0
